1.158010179763050019e+03;5.714740198191524314e+02;5.544489872399267369e+02;6.978794496703555978e+02;6.710599204428837083e+02;6.422114053503611331e+02;7.413644795472391706e+02;6.382600518304516299e+02;6.541295439461506476e+02;6.467654664790040897e+02;5.424724968280071380e+02;6.652996888513563363e+02;6.596725895926238081e+02;6.549435657406995688e+02;6.965163988088359019e+02;6.990276042293236287e+02;7.034306419742111984e+02;6.979722854763915620e+02;7.007373562795382895e+02;6.963915619084303898e+02;5.992855622975835104e+02;6.302194874162308906e+02;6.797876444523460577e+02;6.541261726911319556e+02;8.032156741148988885e+02;6.419161179193148428e+02;5.797178060101437040e+02;6.647472293899480746e+02;6.043514087440922822e+02;7.069270305662963665e+02;6.784004568104261352e+02;7.042519731583132625e+02;5.021183485448735269e+02;5.701794615385374527e+02;6.202240383938051309e+02;7.166929628319282983e+02;6.095978688751598611e+02;8.270136342020139182e+02;6.369957867243482497e+02;6.387613681793264959e+02;6.110110587354499785e+02;5.747553442434478939e+02;7.043779259562153356e+02;7.764284603937953761e+02;6.084932102977415980e+02;8.390565665002394553e+02;5.852850868512674651e+02;6.468187450820036020e+02;7.073092401696864044e+02;6.875243319140110998e+02;6.341209883224439636e+02;6.250779008410249844e+02;6.293955797660142935e+02;6.473713383014554665e+02;7.087093945232134047e+02;6.572836260495527085e+02;6.806979979989233698e+02;6.026443195164230247e+02;6.263868266579750070e+02;6.877071150461006255e+02
5.714740198191524314e+02;1.262604591461349173e+03;7.718616720427081646e+02;4.933480098256218866e+02;7.271226052871484171e+02;8.002810819957430795e+02;7.395714086255685515e+02;7.842296145191639880e+02;6.265095534003978628e+02;8.697048630823096573e+02;8.569257965716996068e+02;8.324871347052462625e+02;8.256650852907043827e+02;7.898392542246321000e+02;8.165581111338279925e+02;7.680048651248699798e+02;7.655877981342380281e+02;8.024596125812998935e+02;7.822989433960028691e+02;8.167794651772178440e+02;8.157166263863581435e+02;7.495900046678617628e+02;8.140427651125232842e+02;7.925779603992275497e+02;6.337241807764296482e+02;8.340123454612796650e+02;7.842932295381028780e+02;7.418230076161408988e+02;8.008774026697482213e+02;7.695747109511039525e+02;7.417150994365179031e+02;6.764841008360863270e+02;9.609282207782075602e+02;6.620363561600267985e+02;8.682883387962922370e+02;4.808264810900238331e+02;8.999911885229467998e+02;4.830046408857676852e+02;8.887652494817052684e+02;7.935792320251269985e+02;7.524371012005470902e+02;8.660949912914649076e+02;8.059133828486204720e+02;4.728151876616738036e+02;7.754449195035828097e+02;5.443201406956357005e+02;8.459797473902542606e+02;7.290205902840127692e+02;7.946067667283977016e+02;5.541892001363030431e+02;8.618863178867210308e+02;7.364136511035057993e+02;7.379773576267585895e+02;7.266397299237991092e+02;6.992589926228815784e+02;8.998068801240549419e+02;7.613607506032366246e+02;7.248864272367660533e+02;7.658027083791378118e+02;7.561205975100128853e+02
5.544489872399267369e+02;7.718616720427081646e+02;1.017447986812253475e+03;5.578494603789797566e+02;6.559833098517958661e+02;7.684269277666663811e+02;6.965619166481473030e+02;7.623504152658637167e+02;5.942009323950201178e+02;7.428257815231295353e+02;7.701413126390800699e+02;7.296803031127309396e+02;7.233361469378885431e+02;7.420003988088359392e+02;7.737453094981999584e+02;7.037762700762009445e+02;6.818828121348602735e+02;7.490470089989187272e+02;7.397323311910157599e+02;7.715226871870847845e+02;7.630966475428537024e+02;7.270500016455051764e+02;7.750762218883802461e+02;7.293638758621366378e+02;6.002404106533130062e+02;7.871585443145619365e+02;7.767425323515614082e+02;7.323882537159676076e+02;6.980798045542766204e+02;6.976626736161113058e+02;6.808165706130149601e+02;6.770611959958712305e+02;8.410778139156798261e+02;6.904191319278386345e+02;7.587501740778602652e+02;5.285354132203406152e+02;7.642569190887496688e+02;5.175264834565487035e+02;7.549429466238004807e+02;7.420767616931121893e+02;7.316529379932933352e+02;7.949371520986119322e+02;6.973870885244283500e+02;5.446796495488689516e+02;7.220537497627054790e+02;5.795291213614432309e+02;8.137396730758404146e+02;7.080664497444330436e+02;7.092092813290466893e+02;5.753221006207683104e+02;7.549862810850851247e+02;7.081386440365251929e+02;6.911613725607558081e+02;6.983757057449466856e+02;6.687362970364116563e+02;7.856186740704523572e+02;7.422347336247042904e+02;6.879478048979954110e+02;7.226613982764665707e+02;6.635614323915630166e+02
6.978794496703555978e+02;4.933480098256218866e+02;5.578494603789797566e+02;1.300295042375217008e+03;6.194357772108392055e+02;6.335541444627168630e+02;7.523820185786032653e+02;6.852129295702033005e+02;6.288719900914113623e+02;5.442215565254750800e+02;4.855926975598915760e+02;5.803400543313038042e+02;5.890691753885357684e+02;6.663593059602645781e+02;6.786314891506289086e+02;7.544306515548838661e+02;6.882436754818731970e+02;6.946764514333970055e+02;6.963175387706120318e+02;6.733010087322398931e+02;5.357222713187252339e+02;6.012038652147502944e+02;5.974130056269168563e+02;6.358899799754065043e+02;8.143305797176170699e+02;5.965198330236898983e+02;5.977176974502566509e+02;6.322112433204438275e+02;5.895615536690513636e+02;6.620412997673969357e+02;6.681322710638989975e+02;8.213216122909165051e+02;6.038085554498718466e+02;5.930771976591552175e+02;6.331524385143043219e+02;7.673958502570485507e+02;6.245135566084418315e+02;8.366599291109233718e+02;5.704885186837933588e+02;5.976595292235211900e+02;5.268564090018817296e+02;5.634197952975688395e+02;6.101843971257982275e+02;8.814374906973644102e+02;5.985613125087040771e+02;9.478249948768092281e+02;5.507627440864039272e+02;5.911670209698207827e+02;6.551164238884689439e+02;8.429825122538779851e+02;5.883810141250722836e+02;5.616375662799828206e+02;6.292658572440255966e+02;6.735936901491918434e+02;6.511714131057676695e+02;5.511730557861828856e+02;5.865898786731262362e+02;5.122463566558514003e+02;5.058866717750418047e+02;5.970740827118243033e+02
6.710599204428837083e+02;7.271226052871484171e+02;6.559833098517958661e+02;6.194357772108392055e+02;1.142130427477766489e+03;7.144302031240893029e+02;7.860664233373335037e+02;7.278602390980340715e+02;8.071352889916094000e+02;8.335252275548047010e+02;7.554444339511384214e+02;8.075906549683691082e+02;8.087775568257353598e+02;7.086281321658740353e+02;7.538023750744476956e+02;7.595652468899853602e+02;7.699696975371747385e+02;7.531656093278218123e+02;7.319615615034741722e+02;7.510711908302096163e+02;7.299780203327554773e+02;7.054433894168134884e+02;7.759669303465340136e+02;7.572239446414904478e+02;7.399099060560715770e+02;7.502447417100017901e+02;7.316994900356064591e+02;7.170395640616125092e+02;7.812111817710415380e+02;7.402220616540984111e+02;7.919145957104266245e+02;8.038969607380079196e+02;7.955108426310305276e+02;5.811734471477744819e+02;7.891709982093029794e+02;6.008880933809402904e+02;7.885561491937910432e+02;5.570610996202301521e+02;7.852109911531871376e+02;7.765654379898364823e+02;7.238362383236786854e+02;7.488645941360356346e+02;8.085279004242163410e+02;6.542421205564692173e+02;7.257957799921971400e+02;7.346350426794277837e+02;7.601859227402699162e+02;7.348021025645583677e+02;7.938180312764518476e+02;7.198350956516586621e+02;8.038855390432166814e+02;7.162238081653011932e+02;7.964065839094082548e+02;7.228115524344291316e+02;6.839614977771850590e+02;8.066881069400615161e+02;7.386110399612821311e+02;7.178059702564557938e+02;7.425625958526550221e+02;7.707064176323887068e+02
6.422114053503611331e+02;8.002810819957430795e+02;7.684269277666663811e+02;6.335541444627168630e+02;7.144302031240893029e+02;1.081473054267102498e+03;7.794900840333643828e+02;1.066683885162303341e+03;6.699543730160845598e+02;8.108859100681017935e+02;7.708996547520631566e+02;8.036314311273093836e+02;7.975941822520507003e+02;8.287517072403218208e+02;8.520843674652207937e+02;7.614050151167210743e+02;7.557341960778502425e+02;8.190603267641524781e+02;8.179868059854511557e+02;8.518562288437508414e+02;8.324747834244484466e+02;7.378132221323415934e+02;8.080111362756863400e+02;8.540667144653342575e+02;7.693591281311269086e+02;8.324535105619506794e+02;8.389103677872102480e+02;7.551252285918880034e+02;7.772991128790911262e+02;7.688325575102102221e+02;7.273092362129674484e+02;7.970574611395073816e+02;8.719432360470343610e+02;7.147577048007071880e+02;8.210209973618580079e+02;6.060802689680034518e+02;8.391506775254208605e+02;6.522014637015967082e+02;8.022582590791689654e+02;8.075560556172865745e+02;7.275647078082483858e+02;8.674943330933226662e+02;7.681550065415252675e+02;6.478100880394683827e+02;7.734356601172397632e+02;6.657640672642239679e+02;7.966047912410922436e+02;7.389921210364905164e+02;8.312303639786457552e+02;7.005189873979583126e+02;8.233731353630531657e+02;7.389107827923216973e+02;7.709398123610433231e+02;7.415467967860297449e+02;7.295975498802415586e+02;8.304293699710110559e+02;7.747509953311503068e+02;8.023606853460154298e+02;8.448668254569339524e+02;7.224225917971662057e+02
7.413644795472391706e+02;7.395714086255685515e+02;6.965619166481473030e+02;7.523820185786032653e+02;7.860664233373335037e+02;7.794900840333643828e+02;1.224917026978976537e+03;8.107531577403437950e+02;7.445797547742861298e+02;8.549597564632503008e+02;7.427296455842481464e+02;8.393323145917594275e+02;8.200637042831530152e+02;7.973575555358014526e+02;8.327921208053689952e+02;8.535018744536793065e+02;8.610796229462048359e+02;8.475623086359393028e+02;8.428720984043734461e+02;8.273067233506673119e+02;7.791238275478909827e+02;7.586049908292218333e+02;8.332731052046757441e+02;8.168671064788064768e+02;9.075249887846866841e+02;7.945226911418286591e+02;7.766479420122377633e+02;7.686959504274262827e+02;7.941730783590382998e+02;8.098665846778374089e+02;8.161609145591655761e+02;8.803379815695515163e+02;8.198143589789174257e+02;7.011309816139976192e+02;8.507783663866542838e+02;6.713251676667107404e+02;8.570091361986459333e+02;6.361498067765974156e+02;8.406658462450183151e+02;8.156719929774654929e+02;7.709630092596709119e+02;8.173728021689852312e+02;8.614366566217759100e+02;7.405749801324502641e+02;7.861729056995127394e+02;9.393450304161664235e+02;7.835216795413132331e+02;8.045200494244188576e+02;8.647348456672148131e+02;7.431398985732697611e+02;8.618500098671052001e+02;7.883993666088862255e+02;7.476372632265138236e+02;8.257662512407960094e+02;7.404310786553483013e+02;8.395312429589464500e+02;8.199591208794463455e+02;7.035430724032178205e+02;7.470384875179638584e+02;8.472106994681242895e+02
6.382600518304516299e+02;7.842296145191639880e+02;7.623504152658637167e+02;6.852129295702033005e+02;7.278602390980340715e+02;1.066683885162303341e+03;8.107531577403437950e+02;1.193509546486510317e+03;6.971744188215772056e+02;7.903981721972828609e+02;7.478768694786434708e+02;7.913816510244899973e+02;7.894948327066387037e+02;8.316769586559402114e+02;8.501315826658964170e+02;7.682899946367986104e+02;7.652040995007185984e+02;8.291853108493710351e+02;8.199151505755811513e+02;8.493350328221995369e+02;8.052154658607049669e+02;7.354909174392936393e+02;8.039008706875860071e+02;8.608677900114078057e+02;8.390197491918160040e+02;8.227246559935998675e+02;8.426953833918544206e+02;7.586881706505474767e+02;7.798856062936130229e+02;7.551393835933447463e+02;7.526165370312754703e+02;8.354371621375764789e+02;8.935796467872645508e+02;7.240369197801384189e+02;8.238898191978901195e+02;6.100665269982368955e+02;8.459304723824762959e+02;5.967941014741396657e+02;7.910472560498985786e+02;8.149056370505356881e+02;7.043255164288783590e+02;8.640583616338503816e+02;7.754076788716536157e+02;6.591896846615403547e+02;7.577762681956235156e+02;7.174176845074596258e+02;7.716812858882617547e+02;7.333344581003599387e+02;8.513215176259686814e+02;7.926667209742654450e+02;8.307777112227208818e+02;7.278805310339719199e+02;7.957901742358918682e+02;7.627265351645257851e+02;7.255876755174302843e+02;8.138417391943344228e+02;7.636597696016118562e+02;7.963610837103871063e+02;8.458900788598011786e+02;7.318519784405233395e+02
6.541295439461506476e+02;6.265095534003978628e+02;5.942009323950201178e+02;6.288719900914113623e+02;8.071352889916094000e+02;6.699543730160845598e+02;7.445797547742861298e+02;6.971744188215772056e+02;1.123208077719997391e+03;6.881086274570226351e+02;6.462193719306043249e+02;7.155090491014412919e+02;7.142305174728753627e+02;7.031476858882615488e+02;7.070039625938929930e+02;7.271186663308492371e+02;7.255718154979723522e+02;7.277178144569388678e+02;7.096102374090701232e+02;7.015605216982484080e+02;6.280037303465338709e+02;6.358600891456902673e+02;6.585005200349644383e+02;7.186717739316808320e+02;8.317516459378440459e+02;6.581126670755736541e+02;6.522417962003248704e+02;6.591316271399716697e+02;6.724679880290974552e+02;7.045574582139452104e+02;7.202717538063419624e+02;7.499897767031620788e+02;7.060364219723346650e+02;6.306230265601925566e+02;7.371900285306504657e+02;7.000638516990878770e+02;7.351925173523761714e+02;7.975204993091050483e+02;7.098094720101139501e+02;6.946541926900454200e+02;6.150784842546088385e+02;6.831427139458049851e+02;7.494173955306654307e+02;7.322366746610960035e+02;7.210575243897260407e+02;8.295980421727385874e+02;6.743556759204112723e+02;6.674986250411128594e+02;7.552899205870877495e+02;7.596229187904648370e+02;7.291332472613597702e+02;6.460467959247571343e+02;6.755569370451032682e+02;7.132903058012453812e+02;7.109627985994439996e+02;7.168133807388969672e+02;6.731062368322542397e+02;6.606972691408507217e+02;6.622157593888124438e+02;7.368927012183256693e+02
6.467654664790040897e+02;8.697048630823096573e+02;7.428257815231295353e+02;5.442215565254750800e+02;8.335252275548047010e+02;8.108859100681017935e+02;8.549597564632503008e+02;7.903981721972828609e+02;6.881086274570226351e+02;1.324061343761451099e+03;1.144321039880290755e+03;1.249262194450123843e+03;1.249698982050560062e+03;7.772402484199296850e+02;8.234931884794877988e+02;8.399523324789743128e+02;8.179580703241133506e+02;8.056989795042742344e+02;7.995869432359957045e+02;8.252338276111037203e+02;8.823795589255818186e+02;7.859599697507543397e+02;8.779657216350354929e+02;8.718967706752400773e+02;8.212013900390634262e+02;8.135298780449500100e+02;8.095092490411917652e+02;7.767267519781127021e+02;9.167068092211504791e+02;8.251256405213069911e+02;7.805397205307890545e+02;8.521110203791773756e+02;8.988297914791273797e+02;6.470482839968194639e+02;8.746615761135063849e+02;5.286500644848412094e+02;8.997543995278801958e+02;5.786405041330232280e+02;8.743877927769628968e+02;8.368301069084551500e+02;7.871355465714526645e+02;8.809457782242172925e+02;8.658436500071608179e+02;7.072063719631981940e+02;8.057146832441936795e+02;6.958349822974848848e+02;8.584884994947922223e+02;7.677011964620648996e+02;8.223258584746973838e+02;6.451548997496183802e+02;8.670965634265226072e+02;7.678469202799135473e+02;7.964110715873791833e+02;7.756531013625295827e+02;7.466651650927697119e+02;9.220531070852530320e+02;8.185686709019165619e+02;7.948354310680474555e+02;8.470762464386070860e+02;8.195075710999501553e+02
